SessionID;CustomerID;SessionDurationMinutes;NumberOfPagesVisited;ItemsAddedToCart;ItemsRemovedFromCart;DeviceUsed
22760;10923;11.57;10;4;0;Desktop
22761;4294;8.08;16;0;0;Tablet
22762;4773;3.05;5;0;0;Desktop
22763;437;33.84;21;3;0;Mobile
22764;8636;13.31;25;0;0;Mobile
22765;7984;11.58;9;3;0;Tablet
22766;6042;6.38;5;0;0;Desktop
22767;6842;5.83;3;0;0;Mobile
22768;4484;12.28;8;3;0;Tablet
22769;436;10.32;7;0;0;Desktop
22770;1180;25.72;13;0;0;Mobile
22771;4887;13.29;19;0;0;Desktop
22772;3115;7.56;13;1;0;Tablet
22773;8629;24.26;18;2;0;Tablet
22774;1947;9.89;16;0;0;Desktop
22775;311;26.23;14;1;0;Tablet
22776;8473;1.72;1;4;0;Mobile
22777;2753;3.97;2;0;0;Mobile
22778;4527;0.94;1;0;0;Mobile
22779;3494;21.22;22;3;1;Tablet
22780;1395;34.47;23;0;0;Tablet
22781;6081;1.52;1;0;0;Tablet
22782;3669;36.37;25;0;0;Tablet
22783;6358;10.23;13;0;0;Tablet
22784;6848;12.40;18;2;0;Tablet
22785;8659;12.04;18;4;0;Tablet
22786;80;3.10;4;1;0;Mobile
22787;5966;27.99;16;3;0;Mobile
22788;7363;6.22;7;3;2;Tablet
22789;3871;21.86;16;0;0;Mobile
22790;4786;12.56;19;1;0;Tablet
22791;12096;8.46;7;0;0;Desktop
22792;2566;5.34;7;0;0;Mobile
22793;2068;4.31;4;0;0;Desktop
22794;11813;40.68;24;1;0;Mobile
22795;9413;35.51;21;0;0;Mobile
22796;3268;8.21;8;0;0;Desktop
22797;8978;27.07;21;4;0;Tablet
22798;6211;4.66;6;0;0;Mobile
22799;8285;27.69;14;1;0;Mobile
22800;202;15.28;14;0;0;Mobile
22801;10403;9.75;14;2;0;Tablet
22802;4816;14.22;8;2;0;Tablet
22803;1185;16.31;21;2;0;Tablet
22804;9538;20.20;11;0;0;Desktop
22805;1498;17.33;9;0;0;Tablet
22806;3899;32.22;19;0;0;Tablet
22807;11585;17.54;19;0;0;Desktop
22808;1130;19.26;13;4;0;Mobile
22809;8032;0.59;1;3;0;Mobile
22810;10978;9.80;5;0;0;Desktop
22811;5574;6.34;5;3;0;Desktop
22812;34;9.56;8;1;0;Desktop
22813;689;11.12;10;4;2;Mobile
22814;2281;17.25;14;4;2;Mobile
22815;6876;13.33;13;0;0;Tablet
22816;6557;11.45;7;0;0;Mobile
22817;7532;3.90;4;3;0;Mobile
22818;1743;8.37;6;0;0;Tablet
22819;9893;12.52;23;4;0;Mobile
22820;6065;3.48;2;3;0;Mobile
22821;9446;1.79;1;1;0;Mobile
22822;4340;18.86;15;0;0;Mobile
22823;1655;15.10;8;0;0;Tablet
22824;10103;17.59;25;0;0;Tablet
22825;12029;21.89;17;0;0;Tablet
22826;720;17.69;22;1;0;Tablet
22827;4622;11.14;16;2;0;Desktop
22828;1165;32.15;17;4;0;Desktop
22829;7586;22.32;25;0;0;Mobile
22830;6874;10.44;10;1;0;Desktop
22831;3892;1.88;2;4;0;Mobile
22832;11491;33.17;23;0;0;Mobile
22833;9851;26.81;18;1;0;Tablet
22834;8367;19.25;20;0;0;Tablet
22835;212;1.86;2;0;0;Mobile
22836;997;28.17;20;3;0;Desktop
22837;6195;32.59;19;0;0;Tablet
22838;1703;7.42;13;2;0;Desktop
22839;6803;15.66;10;0;0;Tablet
22840;11222;13.30;16;1;0;Tablet
22841;8859;33.71;18;0;0;Desktop
22842;12045;7.73;6;1;0;Mobile
22843;2787;26.47;17;0;0;Tablet
22844;2261;27.17;20;0;0;Tablet
22845;6023;12.16;18;4;0;Mobile
22846;10421;7.10;9;0;0;Mobile
22847;11230;27.72;15;0;0;Tablet
22848;5505;14.62;15;0;0;Tablet
22849;3786;8.85;5;4;0;Desktop
22850;654;20.63;13;0;0;Mobile
22851;1860;3.44;2;0;0;Mobile
22852;6340;40.66;25;2;0;Mobile
22853;4578;15.12;11;1;0;Tablet
22854;9098;3.93;4;0;0;Tablet
22855;9799;36.38;21;0;0;Tablet
22856;10991;12.23;16;0;0;Desktop
22857;6198;9.78;6;0;0;Tablet
22858;8553;6.35;4;0;0;Tablet
22859;5864;10.77;6;2;1;Tablet
22860;7976;19.45;14;0;0;Tablet
22861;9486;8.20;10;1;0;Tablet
22862;6138;12.93;11;0;0;Mobile
22863;7473;30.07;17;0;0;Tablet
22864;1169;14.78;12;0;0;Mobile
22865;4402;9.03;15;1;0;Tablet
22866;2932;2.19;2;0;0;Mobile
22867;9896;3.71;2;4;1;Mobile
22868;2784;6.74;4;0;0;Desktop
22869;552;5.73;10;3;0;Desktop
22870;11717;3.65;6;0;0;Mobile
22871;8364;3.05;4;1;0;Desktop
22872;1247;33.94;25;0;0;Tablet
22873;2919;0.74;1;0;0;Tablet
22874;7700;2.69;2;0;0;Tablet
22875;4198;14.13;8;0;0;Tablet
22876;1983;7.21;9;0;0;Mobile
22877;6592;18.64;18;3;0;Desktop
22878;9907;15.29;9;4;1;Desktop
22879;12164;12.41;18;0;0;Tablet
22880;916;19.74;13;2;0;Desktop
22881;10311;27.81;18;3;0;Desktop
22882;11431;13.63;12;0;0;Desktop
22883;5854;17.56;19;0;0;Mobile
22884;9189;11.85;9;0;0;Desktop
22885;2582;25.23;14;1;0;Desktop
22886;3672;17.89;10;1;0;Mobile
22887;11328;12.87;11;2;0;Mobile
22888;1786;11.36;7;0;0;Mobile
22889;2686;40.21;23;2;1;Tablet
22890;320;6.92;13;3;0;Desktop
22891;10399;7.79;5;2;0;Mobile
22892;5865;33.61;18;0;0;Desktop
22893;5694;4.17;4;2;0;Mobile
22894;1379;15.18;8;0;0;Mobile
22895;1344;5.14;3;2;0;Desktop
22896;9756;7.01;14;3;2;Desktop
22897;11118;10.91;8;0;0;Mobile
22898;11148;16.02;22;0;0;Tablet
22899;1336;19.62;16;4;0;Mobile
22900;410;5.54;8;0;0;Tablet
22901;6187;23.07;19;1;0;Desktop
22902;8123;7.18;11;2;0;Mobile
22903;1500;15.63;11;0;0;Tablet
22904;4146;40.46;22;0;0;Mobile
22905;12146;12.73;22;4;0;Tablet
22906;4718;31.45;19;0;0;Tablet
22907;4245;1.77;2;0;0;Mobile
22908;8960;8.12;8;3;1;Mobile
22909;2278;6.63;7;0;0;Tablet
22910;1321;13.86;11;0;0;Mobile
22911;2897;34.46;19;2;0;Tablet
22912;6301;15.70;20;0;0;Tablet
22913;4218;1.10;1;0;0;Mobile
22914;40;8.61;12;2;0;Tablet
22915;2432;14.78;10;0;0;Desktop
22916;7688;1.95;1;0;0;Tablet
22917;7891;12.92;7;0;0;Desktop
22918;4530;6.54;12;2;0;Mobile
22919;8358;16.18;12;4;1;Mobile
22920;4413;2.19;2;0;0;Mobile
22921;1042;33.64;17;2;0;Mobile
22922;5234;1.95;1;0;0;Mobile
22923;6875;31.46;17;2;0;Mobile
22924;7818;25.66;22;0;0;Tablet
22925;3545;4.64;5;0;0;Tablet
22926;448;6.25;4;4;0;Mobile
22927;6055;20.40;11;2;0;Mobile
22928;822;13.81;7;4;0;Desktop
22929;9581;24.49;14;1;0;Mobile
22930;5182;12.09;14;4;0;Tablet
22931;914;15.79;9;0;0;Mobile
22932;3650;18.62;15;2;0;Desktop
22933;7835;9.27;7;2;0;Tablet
22934;6301;11.42;13;2;1;Mobile
22935;3035;11.19;7;2;0;Mobile
22936;7925;2.62;2;2;0;Mobile
22937;1151;8.81;8;2;0;Tablet
22938;8365;8.97;6;0;0;Mobile
22939;7840;15.67;19;0;0;Desktop
22940;550;19.65;19;0;0;Mobile
22941;85;6.81;7;1;0;Desktop
22942;11666;32.69;17;2;0;Tablet
22943;5994;14.21;11;0;0;Mobile
22944;8007;9.61;12;4;0;Desktop
22945;11726;14.08;9;4;3;Desktop
22946;3861;17.35;17;1;0;Tablet
22947;7464;37.33;19;0;0;Desktop
22948;4460;18.38;14;0;0;Desktop
22949;7562;12.23;19;0;0;Tablet
22950;4986;10.52;19;2;0;Mobile
22951;8486;28.81;15;2;1;Desktop
22952;5901;13.14;10;3;0;Tablet
22953;8462;11.56;8;0;0;Desktop
22954;6601;14.72;24;1;0;Desktop
22955;154;16.13;18;3;0;Desktop
22956;1082;29.30;21;0;0;Mobile
22957;4168;26.63;21;0;0;Tablet
22958;11535;28.82;24;0;0;Desktop
22959;5141;4.21;4;0;0;Mobile
22960;8432;1.53;1;4;2;Desktop
22961;7303;2.00;1;3;0;Mobile
22962;8259;35.01;24;3;0;Mobile
22963;5346;17.79;20;3;0;Tablet
22964;10671;35.01;20;0;0;Desktop
22965;6936;9.70;14;2;0;Tablet
22966;10807;9.43;11;4;0;Tablet
22967;7850;29.39;17;4;0;Tablet
22968;10509;4.57;3;0;0;Tablet
22969;5926;20.78;23;4;0;Desktop
22970;10084;23.94;12;0;0;Mobile
22971;9561;47.52;24;3;0;Mobile
22972;7445;9.67;14;0;0;Mobile
22973;2845;10.92;7;1;0;Mobile
22974;10848;19.51;22;0;0;Tablet
22975;1792;1.79;2;2;0;Mobile
22976;6905;43.57;25;2;1;Desktop
22977;6583;12.02;16;0;0;Tablet
22978;6310;17.56;14;3;2;Tablet
22979;11542;7.92;5;0;0;Tablet
22980;11724;17.77;18;1;0;Desktop
22981;7917;12.60;12;3;0;Mobile
22982;4168;10.92;13;0;0;Desktop
22983;9439;38.32;22;0;0;Desktop
22984;36;7.92;5;2;0;Mobile
22985;3724;47.28;24;2;0;Mobile
22986;4922;15.77;13;3;0;Mobile
22987;9498;29.88;24;2;0;Desktop
22988;3109;8.62;5;0;0;Mobile
22989;2393;14.65;8;0;0;Tablet
22990;5856;8.49;5;0;0;Tablet
22991;8401;1.61;1;0;0;Mobile
22992;3875;19.83;11;0;0;Tablet
22993;11311;23.18;19;3;0;Desktop
22994;6124;14.76;11;0;0;Desktop
22995;7858;23.67;12;0;0;Mobile
22996;7045;11.56;14;4;0;Desktop
22997;2790;16.05;19;0;0;Mobile
22998;435;7.78;5;0;0;Mobile
22999;11057;5.54;4;4;0;Mobile
23000;5371;11.78;7;2;1;Mobile
23001;6002;22.17;18;0;0;Tablet
23002;10540;22.03;24;0;0;Mobile
23003;10233;21.79;18;3;0;Mobile
23004;4400;28.27;21;0;0;Desktop
23005;4358;23.51;13;2;0;Desktop
23006;10977;8.16;7;4;0;Desktop
23007;1566;22.36;14;4;0;Mobile
23008;666;23.26;19;0;0;Tablet
23009;8405;16.01;19;0;0;Tablet
23010;141;3.21;5;2;0;Desktop
23011;4162;21.51;11;0;0;Tablet
23012;12413;16.13;14;0;0;Mobile
23013;712;21.77;19;2;1;Desktop
23014;1811;6.62;13;2;0;Mobile
23015;7248;14.98;12;0;0;Mobile
23016;6341;16.48;11;4;0;Desktop
23017;10603;6.83;13;1;0;Desktop
23018;584;36.23;25;4;0;Mobile
23019;12468;8.64;11;4;0;Desktop
23020;5352;24.58;15;2;0;Mobile
23021;9675;9.51;5;1;0;Tablet
23022;1388;2.81;2;0;0;Desktop
23023;2256;4.15;7;2;0;Mobile
23024;6087;38.10;20;0;0;Tablet
23025;4440;11.58;17;4;0;Mobile
23026;5855;19.05;11;0;0;Tablet
23027;3126;5.79;7;0;0;Tablet
23028;5014;26.61;20;0;0;Desktop
23029;2639;14.84;11;3;0;Mobile
23030;7762;24.80;19;3;0;Desktop
23031;4118;21.04;18;0;0;Desktop
23032;9384;23.95;13;3;0;Tablet
23033;1989;14.76;11;0;0;Mobile
23034;12376;14.51;21;1;0;Mobile
23035;4946;8.52;6;3;2;Tablet
23036;11765;36.87;21;4;0;Tablet
23037;6524;10.12;8;0;0;Tablet
23038;12102;14.34;18;0;0;Tablet
23039;10430;40.28;21;0;0;Desktop
23040;12034;28.40;19;0;0;Mobile
23041;11995;27.98;24;1;0;Tablet
23042;3627;18.99;12;1;0;Tablet
23043;3742;2.84;3;0;0;Tablet
23044;8940;40.33;23;0;0;Mobile
23045;8009;43.24;23;4;0;Mobile
23046;11182;23.60;16;2;1;Mobile
23047;3848;21.79;20;0;0;Mobile
23048;10201;5.02;8;3;2;Tablet
23049;5391;21.91;11;0;0;Tablet
23050;12349;8.28;7;4;0;Mobile
23051;6105;2.88;3;0;0;Desktop
23052;3465;22.48;16;2;0;Tablet
23053;10312;4.90;5;0;0;Tablet
23054;2966;5.12;3;1;0;Mobile
23055;11435;27.28;16;2;1;Mobile
23056;7988;11.63;11;0;0;Tablet
23057;7300;4.72;7;0;0;Desktop
23058;5130;35.98;18;4;0;Tablet
23059;1805;25.73;20;0;0;Mobile
23060;3917;22.88;19;2;0;Desktop
23061;8314;48.18;25;4;0;Tablet
23062;3153;12.31;7;2;0;Tablet
23063;1706;7.34;13;1;0;Tablet
23064;8108;14.90;23;2;0;Mobile
23065;4174;21.82;19;0;0;Mobile
23066;10895;10.77;6;2;0;Desktop
23067;2466;14.52;9;4;0;Desktop
23068;4598;5.19;8;0;0;Mobile
23069;7168;13.16;8;2;0;Desktop
23070;11868;29.01;16;0;0;Tablet
23071;5054;12.76;13;0;0;Desktop
23072;629;12.24;7;2;0;Tablet
23073;1624;3.72;4;0;0;Tablet
23074;6250;36.42;25;2;0;Mobile
23075;643;2.05;2;2;0;Tablet
23076;7940;7.50;7;3;0;Desktop
23077;10058;3.22;2;2;0;Desktop
23078;6275;6.19;5;1;0;Mobile
23079;11778;6.56;6;0;0;Mobile
23080;209;11.00;9;1;0;Desktop
23081;4845;25.30;16;1;0;Mobile
23082;2861;1.32;1;1;0;Mobile
23083;9493;20.79;19;1;0;Desktop
23084;9175;16.58;11;0;0;Mobile
23085;10885;24.09;21;3;0;Desktop
23086;3050;6.83;4;0;0;Desktop
23087;8077;2.51;4;1;0;Mobile
23088;4745;22.87;23;0;0;Tablet
23089;875;26.10;15;1;0;Tablet
23090;7572;14.23;8;0;0;Tablet
23091;9237;1.98;1;1;0;Mobile
23092;5681;3.69;3;0;0;Tablet
23093;12126;19.49;10;0;0;Mobile
23094;3200;22.49;23;2;0;Tablet
23095;2854;25.42;25;0;0;Mobile
23096;1126;11.97;10;0;0;Mobile
23097;9632;3.36;2;4;2;Mobile
23098;8467;9.07;5;0;0;Desktop
23099;1016;25.66;18;3;1;Mobile
23100;12382;13.40;9;4;0;Tablet
23101;9893;32.45;22;0;0;Desktop
23102;3356;7.85;4;2;0;Desktop
23103;4421;7.33;7;1;0;Mobile
23104;4568;32.31;20;3;0;Mobile
23105;4779;5.75;7;0;0;Tablet
23106;1528;20.41;23;1;0;Tablet
23107;849;8.60;16;2;0;Mobile
23108;10185;8.74;7;0;0;Tablet
23109;10422;1.68;1;3;1;Desktop
23110;10074;26.54;17;0;0;Tablet
23111;10818;4.76;3;0;0;Tablet
23112;1796;2.23;4;1;0;Desktop
23113;4788;26.78;23;1;0;Tablet
23114;6116;5.39;4;0;0;Desktop
23115;6593;9.51;12;0;0;Tablet
23116;2500;44.99;25;0;0;Mobile
23117;10690;30.14;25;0;0;Mobile
23118;1998;24.29;13;0;0;Tablet
23119;3400;7.98;14;0;0;Tablet
23120;735;2.34;2;2;0;Mobile
23121;2747;10.91;7;0;0;Tablet
23122;11674;30.66;17;4;0;Tablet
23123;2532;10.12;10;0;0;Desktop
23124;2783;12.63;23;0;0;Mobile
23125;7360;6.26;4;1;0;Tablet
23126;6356;12.76;19;4;0;Tablet
23127;3279;11.74;12;1;0;Desktop
23128;9902;37.56;19;0;0;Mobile
23129;5253;14.57;15;2;0;Desktop
23130;423;14.50;12;3;0;Tablet
23131;8;22.96;23;0;0;Desktop
23132;5765;12.45;12;0;0;Desktop
23133;8175;16.36;9;0;0;Tablet
23134;12421;19.71;23;3;0;Tablet
23135;2930;7.31;6;3;0;Mobile
23136;4527;0.84;1;3;0;Tablet
23137;9656;23.56;15;0;0;Tablet
23138;4224;25.76;14;3;0;Tablet
23139;5635;3.02;2;0;0;Desktop
23140;4289;21.80;23;0;0;Mobile
23141;7009;5.66;4;2;0;Tablet
23142;9286;11.57;14;0;0;Desktop
23143;4207;18.85;20;4;0;Mobile
23144;10934;9.69;9;2;0;Tablet
23145;1399;25.71;21;0;0;Mobile
23146;3399;5.77;9;0;0;Tablet
23147;1694;1.14;1;0;0;Tablet
23148;3156;19.71;17;2;0;Tablet
23149;607;7.79;6;4;1;Desktop
23150;118;22.19;23;0;0;Tablet
23151;3714;5.70;9;4;0;Mobile
23152;8180;46.76;25;3;0;Mobile
23153;9945;17.98;15;2;0;Desktop
23154;346;20.68;15;4;0;Mobile
23155;4263;4.53;7;3;0;Desktop
23156;11798;37.20;25;1;0;Desktop
23157;3867;24.80;15;4;0;Desktop
23158;3320;8.19;14;0;0;Tablet
23159;2773;28.53;18;0;0;Desktop
23160;247;8.22;12;0;0;Tablet
23161;658;29.80;15;2;0;Mobile
23162;320;14.01;19;4;0;Desktop
23163;8992;9.92;11;2;1;Tablet
23164;1257;20.51;13;1;0;Tablet
23165;3144;9.09;11;4;0;Mobile
23166;392;33.89;23;0;0;Mobile
23167;12174;1.13;1;2;0;Desktop
23168;7171;25.77;17;0;0;Tablet
23169;7404;15.71;21;4;0;Mobile
23170;5345;1.80;1;4;0;Mobile
23171;6157;19.00;10;0;0;Desktop
23172;2609;38.56;23;0;0;Desktop
23173;6596;17.42;17;3;0;Tablet
23174;4430;4.24;4;0;0;Desktop
23175;442;28.21;20;1;0;Mobile
23176;864;14.20;9;3;0;Mobile
23177;9697;3.81;3;0;0;Desktop
23178;4303;6.64;6;0;0;Tablet
23179;6428;18.94;10;1;0;Tablet
23180;5393;2.25;4;0;0;Mobile
23181;9449;9.10;6;2;0;Desktop
23182;2046;7.80;5;3;0;Mobile
23183;4329;4.18;3;1;0;Desktop
23184;2430;9.85;6;1;0;Mobile
23185;8505;9.10;5;3;0;Tablet
23186;3457;8.03;12;0;0;Tablet
23187;10358;27.77;20;0;0;Mobile
23188;5264;34.67;19;1;0;Mobile
23189;3587;7.77;6;2;0;Desktop
23190;4094;31.43;16;2;0;Mobile
23191;7385;24.17;15;0;0;Mobile
23192;3176;14.21;9;1;0;Desktop
23193;4956;10.58;7;0;0;Desktop
23194;12456;7.48;5;2;1;Desktop
23195;8221;21.62;15;0;0;Desktop
23196;7162;14.00;15;3;2;Desktop
23197;4552;8.30;8;0;0;Desktop
23198;448;26.13;15;1;0;Tablet
23199;6272;21.16;16;0;0;Tablet
23200;7371;5.39;6;2;1;Mobile
23201;2095;14.94;21;3;0;Mobile
23202;3782;8.62;7;4;0;Mobile
23203;7006;11.77;8;2;0;Mobile
23204;2678;25.36;16;2;0;Mobile
23205;7176;19.41;18;3;0;Tablet
23206;7736;25.37;13;2;0;Desktop
23207;5571;29.04;25;4;0;Mobile
23208;874;11.84;23;4;0;Mobile
23209;10218;16.00;11;2;0;Desktop
23210;10555;7.78;15;0;0;Tablet
23211;6013;0.50;1;3;2;Mobile
23212;4085;22.82;13;1;0;Mobile
23213;9529;7.01;11;2;0;Desktop
23214;11188;26.76;22;4;0;Desktop
23215;1828;9.32;9;1;0;Mobile
23216;6488;29.25;23;4;1;Tablet
23217;786;14.65;20;1;0;Mobile
23218;3177;8.61;5;0;0;Tablet
23219;728;8.01;15;1;0;Mobile
23220;8310;10.74;12;0;0;Tablet
23221;4439;9.13;12;0;0;Tablet
23222;4599;2.67;2;4;0;Desktop
23223;9653;6.06;4;1;0;Desktop
23224;8391;10.99;9;3;2;Tablet
23225;3213;46.96;24;1;0;Tablet
23226;12104;43.96;22;2;0;Mobile
23227;9381;5.02;3;1;0;Desktop
23228;4746;9.46;9;0;0;Mobile
23229;1748;14.34;12;1;0;Desktop
23230;1719;30.41;19;0;0;Desktop
23231;7769;5.45;6;1;0;Mobile
23232;3684;4.85;6;2;0;Mobile
23233;5710;20.23;17;2;0;Tablet
23234;11641;6.34;4;0;0;Tablet
23235;589;3.12;4;0;0;Tablet
23236;11308;20.02;11;1;0;Desktop
23237;6234;8.19;14;2;0;Desktop
23238;1728;2.06;2;0;0;Desktop
23239;7224;15.42;22;0;0;Desktop
23240;10233;6.69;6;0;0;Desktop
23241;10822;5.47;7;3;0;Mobile
23242;5309;8.65;5;0;0;Tablet
23243;4202;2.63;3;2;1;Mobile
23244;1824;3.52;4;2;0;Tablet
23245;2210;23.81;21;2;0;Desktop
23246;11738;4.03;5;0;0;Tablet
23247;2470;3.60;6;2;1;Tablet
23248;10581;13.82;19;2;0;Tablet
23249;3572;39.05;24;0;0;Tablet
23250;8441;1.50;1;2;1;Tablet
23251;7984;14.04;14;3;0;Desktop
23252;143;25.91;16;0;0;Mobile
23253;10736;15.12;10;4;0;Tablet
23254;540;27.95;23;0;0;Desktop
23255;6707;27.93;20;0;0;Mobile
23256;10205;39.57;24;1;0;Desktop
23257;3665;13.71;8;3;0;Tablet
23258;4963;24.15;14;2;0;Mobile
23259;3616;16.72;11;0;0;Mobile
23260;8971;19.22;19;2;0;Tablet
23261;2068;11.11;21;0;0;Mobile
23262;6406;6.43;4;1;0;Tablet
23263;4248;1.20;1;3;0;Tablet
23264;8276;16.28;15;3;0;Tablet
23265;1530;24.38;15;0;0;Mobile
23266;3707;40.26;22;0;0;Tablet
23267;3526;45.10;25;0;0;Desktop
23268;5697;1.49;2;3;0;Mobile
23269;10625;10.88;17;4;3;Mobile
23270;5266;12.37;19;3;2;Desktop
23271;10081;16.09;17;1;0;Mobile
23272;9292;30.25;16;3;0;Mobile
23273;10029;17.71;14;2;0;Desktop
23274;2868;4.83;9;0;0;Desktop
23275;4361;20.04;12;0;0;Tablet
23276;8665;21.37;17;0;0;Tablet
23277;4080;10.39;9;0;0;Desktop
23278;9420;8.49;7;0;0;Tablet
23279;11487;4.80;4;0;0;Tablet
23280;12139;11.45;7;2;1;Mobile
23281;1144;8.29;9;4;0;Desktop
23282;5627;4.89;3;0;0;Mobile
23283;3493;25.78;14;0;0;Desktop
23284;3356;2.18;4;0;0;Desktop
23285;8775;11.57;21;0;0;Desktop
23286;9066;22.46;22;3;0;Tablet
23287;4343;23.50;21;0;0;Mobile
23288;10375;10.89;10;0;0;Tablet
23289;965;5.00;3;2;0;Mobile
23290;10052;2.96;2;0;0;Desktop
23291;4948;14.94;11;1;0;Tablet
23292;2370;23.53;21;4;3;Desktop
23293;2469;11.82;22;1;0;Desktop
23294;10816;10.36;9;3;0;Tablet
23295;4687;7.22;5;4;0;Tablet
23296;3462;44.27;25;0;0;Tablet
23297;6940;7.88;9;1;0;Mobile
23298;11673;1.75;1;0;0;Desktop
23299;1050;13.69;12;0;0;Desktop
23300;3192;25.56;17;0;0;Desktop
23301;1372;4.29;3;4;1;Tablet
23302;3828;10.50;17;1;0;Tablet
23303;4749;10.01;8;2;0;Tablet
23304;2274;1.10;2;4;0;Mobile
23305;8614;2.47;2;3;0;Desktop
23306;6093;27.07;19;1;0;Desktop
23307;1691;32.72;25;0;0;Tablet
23308;9709;18.26;19;0;0;Tablet
23309;4939;11.86;12;0;0;Desktop
23310;3272;16.35;14;2;0;Tablet
23311;9173;26.77;14;3;0;Tablet
23312;7441;10.74;6;0;0;Desktop
23313;7618;2.53;2;0;0;Mobile
23314;10424;6.40;10;0;0;Tablet
23315;5025;29.56;18;0;0;Tablet
23316;6274;9.94;10;0;0;Desktop
23317;8747;17.41;25;4;2;Desktop
23318;9403;34.95;19;3;2;Mobile
23319;3166;28.28;16;0;0;Tablet
23320;11959;4.46;6;3;0;Tablet
23321;8419;8.12;5;3;0;Desktop
23322;3575;14.09;12;0;0;Desktop
23323;7070;6.82;8;1;0;Tablet
23324;2681;27.66;22;3;0;Tablet
23325;2987;7.63;14;0;0;Desktop
23326;11121;11.14;8;0;0;Tablet
23327;3897;24.01;14;0;0;Tablet
23328;1595;8.16;5;3;1;Mobile
23329;2208;9.58;12;4;0;Desktop
23330;9052;7.17;6;0;0;Desktop
23331;7738;5.07;3;0;0;Desktop
23332;1232;19.98;24;3;2;Desktop
23333;8505;1.14;1;3;0;Tablet
23334;2813;4.25;3;0;0;Tablet
23335;2314;3.54;2;1;0;Mobile
23336;2631;24.78;22;0;0;Desktop
23337;7535;3.91;2;1;0;Desktop
23338;12143;1.78;1;1;0;Mobile
23339;5987;12.62;10;0;0;Mobile
23340;1838;16.85;10;1;0;Desktop
23341;6406;9.63;5;2;0;Desktop
23342;5652;11.98;16;2;0;Desktop
23343;6642;18.78;12;4;0;Mobile
23344;1132;9.88;10;1;0;Mobile
23345;5226;1.81;2;0;0;Tablet
23346;378;17.64;14;4;1;Tablet
23347;7158;1.49;2;0;0;Desktop
23348;2638;3.01;4;0;0;Mobile
23349;5872;13.80;11;3;0;Tablet
23350;2158;2.95;2;0;0;Tablet
23351;1289;37.71;19;0;0;Mobile
23352;11609;11.83;8;2;0;Desktop
23353;4287;4.63;6;0;0;Desktop
23354;3785;14.31;10;0;0;Desktop
23355;8411;7.27;9;1;0;Mobile
23356;8359;21.60;20;2;1;Desktop
23357;1890;1.06;1;1;0;Tablet
23358;4199;46.57;24;1;0;Desktop
23359;8182;10.67;6;2;0;Desktop
23360;2050;42.97;22;0;0;Mobile
23361;1201;7.34;6;0;0;Mobile
23362;8359;7.11;5;0;0;Mobile
23363;4419;27.63;25;3;0;Desktop
23364;5100;12.14;16;4;0;Desktop
23365;2635;6.53;7;0;0;Desktop
23366;7255;10.37;12;3;1;Tablet
23367;9713;16.65;11;3;0;Tablet
23368;7362;4.92;4;0;0;Desktop
23369;588;1.93;1;2;0;Desktop
23370;9076;31.19;17;0;0;Mobile
23371;5043;9.62;12;1;0;Mobile
23372;10370;17.06;16;0;0;Mobile
23373;3251;6.19;9;0;0;Mobile
23374;3903;2.51;5;0;0;Desktop
23375;10034;3.70;4;1;0;Desktop
23376;9105;13.69;12;0;0;Desktop
23377;6536;9.19;18;2;1;Tablet
23378;6683;26.10;14;0;0;Tablet
23379;10064;11.67;22;4;0;Desktop
23380;5101;5.14;4;3;0;Tablet
23381;9471;33.70;21;1;0;Tablet
23382;9689;19.34;17;0;0;Mobile
23383;947;26.29;19;0;0;Tablet
23384;12151;2.21;3;3;0;Desktop
23385;3054;24.65;14;0;0;Desktop
23386;7770;18.03;21;0;0;Mobile
23387;3403;21.74;13;0;0;Tablet
23388;10681;35.44;18;2;0;Tablet
23389;1109;16.51;19;0;0;Tablet
23390;7246;18.34;14;2;0;Desktop
23391;6747;5.71;7;3;0;Mobile
23392;6144;17.93;10;0;0;Mobile
23393;1546;22.57;21;1;0;Tablet
23394;4577;11.81;6;2;1;Desktop
23395;10796;23.21;12;1;0;Desktop
23396;3576;16.08;13;0;0;Mobile
23397;2069;34.50;19;2;0;Desktop
23398;8567;25.79;16;4;0;Tablet
23399;4354;7.35;5;0;0;Tablet
23400;343;4.85;5;0;0;Tablet
23401;10372;13.34;19;4;0;Mobile
23402;3381;26.78;16;2;0;Desktop
23403;7798;15.71;22;0;0;Tablet
23404;10590;14.83;18;2;0;Tablet
23405;8002;4.69;3;0;0;Mobile
23406;3260;25.46;21;0;0;Tablet
23407;10990;22.46;22;3;0;Mobile
23408;3228;28.40;17;2;0;Desktop
23409;9161;0.88;1;2;0;Desktop
23410;11542;30.66;23;3;1;Desktop
23411;8976;8.57;7;2;0;Mobile
23412;9538;13.90;10;1;0;Desktop
23413;974;45.71;25;2;0;Desktop
23414;8267;8.46;9;0;0;Mobile
23415;2789;12.65;14;1;0;Desktop
23416;7707;8.17;9;4;0;Tablet
23417;962;42.48;24;4;0;Desktop
23418;2340;15.81;12;0;0;Tablet
23419;8275;19.30;12;0;0;Tablet
23420;1343;13.58;12;0;0;Desktop
23421;4352;3.94;3;0;0;Tablet
23422;1747;37.57;23;3;1;Tablet
23423;5939;10.77;7;4;3;Tablet
23424;7627;14.50;21;2;0;Desktop
23425;3742;6.79;13;1;0;Mobile
