OrderID;CustomerID;OrderDate;DeliveryDate;OrderStatus;PaymentMethod;TransactionID;ProductID;QuantityOrdered;Totalprice;DiscountsApplied;TaxApplied
7172;3026;2024-02-05 10:01:01.830;NULL;NULL;Credit Card;17846;565;1;1097.78;0.00;87.82
7172;3026;2024-02-05 10:01:01.830;NULL;NULL;Credit Card;17847;222;1;38.40;0.00;3.07
7172;3026;2024-02-05 10:01:01.830;NULL;NULL;Credit Card;17848;548;1;140.58;0.00;11.25
7173;181;2023-06-15 10:01:01.833;2023-06-23 10:01:01.833;Completed;Cash on Delivery;17849;122;1;88.52;0.00;7.08
7173;181;2023-06-15 10:01:01.833;2023-06-23 10:01:01.833;Completed;Cash on Delivery;17850;380;1;257.54;0.00;20.60
7173;181;2023-06-15 10:01:01.833;2023-06-23 10:01:01.833;Completed;Cash on Delivery;17851;211;1;103.32;0.00;8.27
7173;181;2023-06-15 10:01:01.833;2023-06-23 10:01:01.833;Completed;Cash on Delivery;17852;791;1;38.08;0.00;3.05
7174;5925;2023-12-05 10:01:01.837;NULL;NULL;Credit Card;17853;820;1;342.62;0.00;27.41
7174;5925;2023-12-05 10:01:01.837;NULL;NULL;Credit Card;17854;751;1;97.42;5.18;7.79
7174;5925;2023-12-05 10:01:01.837;NULL;NULL;Credit Card;17855;708;1;182.72;0.00;14.62
7175;2374;2024-12-26 10:01:01.840;2025-01-03 10:01:01.840;Completed;PayPal;17856;24;1;133.49;0.00;10.68
7176;7395;2022-10-31 10:01:01.843;NULL;NULL;PayPal;17857;198;1;274.27;0.00;21.94
7176;7395;2022-10-31 10:01:01.843;NULL;NULL;PayPal;17858;281;1;192.57;0.00;15.41
7176;7395;2022-10-31 10:01:01.843;NULL;NULL;PayPal;17859;782;1;190.30;34.57;15.22
7176;7395;2022-10-31 10:01:01.843;NULL;NULL;PayPal;17860;143;1;311.60;0.00;24.93
7177;1819;2024-06-05 10:01:01.847;2024-06-07 10:01:01.847;Completed;Credit Card;17861;354;1;358.37;0.00;28.67
7177;1819;2024-06-05 10:01:01.847;2024-06-07 10:01:01.847;Completed;Credit Card;17862;636;1;174.73;0.00;13.98
7178;38;2024-04-25 10:01:01.850;2024-05-01 10:01:01.850;Completed;Debit Card;17863;508;1;141.88;0.00;11.35
7178;38;2024-04-25 10:01:01.850;2024-05-01 10:01:01.850;Completed;Debit Card;17864;268;1;137.29;43.53;10.98
7178;38;2024-04-25 10:01:01.850;2024-05-01 10:01:01.850;Completed;Debit Card;17865;293;1;177.02;0.00;14.16
7179;3707;2024-01-25 10:01:01.850;NULL;NULL;PayPal;17866;899;1;498.54;0.00;39.88
7179;3707;2024-01-25 10:01:01.850;NULL;NULL;PayPal;17867;970;1;610.92;0.00;48.87
7180;413;2025-01-23 10:01:01.853;2025-01-31 10:01:01.853;Completed;Credit Card;17868;257;15;1425.49;244.91;114.04
7180;413;2025-01-23 10:01:01.853;2025-01-31 10:01:01.853;Completed;Credit Card;17869;97;1;151.86;0.00;12.15
7181;884;2025-09-01 10:01:01.857;2025-09-07 10:01:01.857;Completed;NULL;17870;648;17;3520.87;0.00;281.67
7182;5131;2023-05-01 10:01:01.860;2023-05-05 10:01:01.860;Completed;Cash on Delivery;17871;641;1;166.45;0.00;13.32
7182;5131;2023-05-01 10:01:01.860;2023-05-05 10:01:01.860;Completed;Cash on Delivery;17872;34;1;96.53;26.34;7.72
7182;5131;2023-05-01 10:01:01.860;2023-05-05 10:01:01.860;Completed;Cash on Delivery;17873;366;1;157.48;0.00;12.60
7183;24;2024-09-10 10:01:01.860;NULL;Cancelled;Credit Card;17874;180;1;98.95;0.00;7.92
7183;24;2024-09-10 10:01:01.860;NULL;Cancelled;Credit Card;17875;575;1;28.13;4.38;2.25
7184;143;2024-12-23 10:01:01.863;2024-12-26 10:01:01.863;Completed;Cash on Delivery;17876;100;1;135.71;0.00;10.86
7184;143;2024-12-23 10:01:01.863;2024-12-26 10:01:01.863;Completed;Cash on Delivery;17877;261;1;1382.82;0.00;110.63
7184;143;2024-12-23 10:01:01.863;2024-12-26 10:01:01.863;Completed;Cash on Delivery;17878;819;1;217.04;0.00;17.36
7185;2501;2023-07-29 10:01:01.867;NULL;NULL;Credit Card;17879;808;1;12.02;0.00;0.96
7185;2501;2023-07-29 10:01:01.867;NULL;NULL;Credit Card;17880;785;1;167.94;0.00;13.44
7185;2501;2023-07-29 10:01:01.867;NULL;NULL;Credit Card;17881;80;1;103.14;0.00;8.25
7186;5758;2023-09-20 10:01:01.870;NULL;NULL;NULL;17882;692;1;1110.04;0.00;88.80
7186;5758;2023-09-20 10:01:01.870;NULL;NULL;NULL;17883;40;1;41.66;0.00;3.33
7187;46;2022-12-16 10:01:01.873;2022-12-19 10:01:01.873;Completed;PayPal;17884;478;1;137.12;22.58;10.97
7188;4428;2024-06-28 10:01:01.877;NULL;NULL;NULL;17885;194;1;192.30;0.00;15.38
7188;4428;2024-06-28 10:01:01.877;NULL;NULL;NULL;17886;632;1;135.65;39.77;10.85
7188;4428;2024-06-28 10:01:01.877;NULL;NULL;NULL;17887;199;1;91.17;20.44;7.29
7189;4646;2024-08-13 10:01:01.880;NULL;NULL;Debit Card;17888;587;1;1728.91;0.00;138.31
7189;4646;2024-08-13 10:01:01.880;NULL;NULL;Debit Card;17889;253;1;1523.94;249.66;121.92
7190;2883;2024-05-11 10:01:01.883;2024-05-19 10:01:01.883;Completed;NULL;17890;360;1;25.97;0.00;2.08
7190;2883;2024-05-11 10:01:01.883;2024-05-19 10:01:01.883;Completed;NULL;17891;904;1;181.87;13.96;14.55
7190;2883;2024-05-11 10:01:01.883;2024-05-19 10:01:01.883;Completed;NULL;17892;191;1;203.55;0.00;16.28
7191;1153;2023-08-23 10:01:01.887;2023-08-27 10:01:01.887;Completed;Credit Card;17893;131;1;83.05;7.52;6.64
7191;1153;2023-08-23 10:01:01.887;2023-08-27 10:01:01.887;Completed;Credit Card;17894;654;1;514.61;0.00;41.17
7192;6848;2023-08-12 10:01:01.890;2023-08-17 10:01:01.890;Completed;Cash on Delivery;17895;415;1;565.68;0.00;45.25
7192;6848;2023-08-12 10:01:01.890;2023-08-17 10:01:01.890;Completed;Cash on Delivery;17896;35;1;195.49;0.00;15.64
7192;6848;2023-08-12 10:01:01.890;2023-08-17 10:01:01.890;Completed;Cash on Delivery;17897;277;1;611.53;0.00;48.92
7192;6848;2023-08-12 10:01:01.890;2023-08-17 10:01:01.890;Completed;Cash on Delivery;17898;948;1;397.01;120.59;31.76
7193;2801;2023-01-18 10:01:01.893;NULL;NULL;Debit Card;17899;958;1;126.26;27.88;10.10
7193;2801;2023-01-18 10:01:01.893;NULL;NULL;Debit Card;17900;869;1;62.75;0.00;5.02
7193;2801;2023-01-18 10:01:01.893;NULL;NULL;Debit Card;17901;846;1;87.62;0.00;7.01
7194;2608;2022-12-28 10:01:01.897;2023-01-05 10:01:01.897;Completed;Credit Card;17902;49;1;324.42;0.00;25.95
7195;265;2023-08-27 10:01:01.900;2023-09-04 10:01:01.900;Completed;PayPal;17903;281;1;192.57;0.00;15.41
7196;1769;2025-02-10 10:01:01.900;2025-02-15 10:01:01.900;Completed;NULL;17904;961;1;193.15;20.60;15.45
7197;1205;2024-07-14 10:01:01.903;2024-07-21 10:01:01.903;Completed;Debit Card;17905;414;1;375.16;105.95;30.01
7198;712;2023-05-18 10:01:01.903;2023-05-22 10:01:01.903;Completed;Credit Card;17906;296;1;190.48;0.00;15.24
7198;712;2023-05-18 10:01:01.903;2023-05-22 10:01:01.903;Completed;Credit Card;17907;608;1;89.43;0.00;7.15
7198;712;2023-05-18 10:01:01.903;2023-05-22 10:01:01.903;Completed;Credit Card;17908;716;1;981.18;0.00;78.49
7199;2560;2023-08-24 10:01:01.907;2023-09-01 10:01:01.907;Completed;PayPal;17909;738;1;149.09;0.00;11.93
7199;2560;2023-08-24 10:01:01.907;2023-09-01 10:01:01.907;Completed;PayPal;17910;792;1;124.57;0.00;9.97
7199;2560;2023-08-24 10:01:01.907;2023-09-01 10:01:01.907;Completed;PayPal;17911;359;1;91.75;0.00;7.34
7200;685;2025-02-22 10:01:01.910;2025-03-01 10:01:01.910;Completed;NULL;17912;238;1;351.87;70.30;28.15
7200;685;2025-02-22 10:01:01.910;2025-03-01 10:01:01.910;Completed;NULL;17913;169;1;443.63;0.00;35.49
7200;685;2025-02-22 10:01:01.910;2025-03-01 10:01:01.910;Completed;NULL;17914;839;1;59.50;0.00;4.76
7200;685;2025-02-22 10:01:01.910;2025-03-01 10:01:01.910;Completed;NULL;17915;392;1;201.26;0.00;16.10
7201;9181;2023-02-20 10:01:01.917;NULL;NULL;Credit Card;17916;115;1;185.48;39.88;14.84
7202;6419;2024-06-26 10:01:01.917;2024-06-28 10:01:01.917;Completed;Credit Card;17917;939;1;106.71;0.00;8.54
7202;6419;2024-06-26 10:01:01.917;2024-06-28 10:01:01.917;Completed;Credit Card;17918;255;1;105.55;0.00;8.44
7202;6419;2024-06-26 10:01:01.917;2024-06-28 10:01:01.917;Completed;Credit Card;17919;729;1;787.46;183.83;63.00
7203;2282;2025-07-08 10:01:01.920;2025-07-12 10:01:01.920;Completed;NULL;17920;603;1;271.45;0.00;21.72
7203;2282;2025-07-08 10:01:01.920;2025-07-12 10:01:01.920;Completed;NULL;17921;647;1;1170.24;0.00;93.62
7203;2282;2025-07-08 10:01:01.920;2025-07-12 10:01:01.920;Completed;NULL;17922;262;1;1536.68;0.00;122.93
7203;2282;2025-07-08 10:01:01.920;2025-07-12 10:01:01.920;Completed;NULL;17923;783;1;49.63;0.00;3.97
7204;1532;2024-04-05 10:01:01.923;2024-04-08 10:01:01.923;Completed;NULL;17924;128;1;191.60;0.00;15.33
7204;1532;2024-04-05 10:01:01.923;2024-04-08 10:01:01.923;Completed;NULL;17925;796;1;224.78;0.00;17.98
7204;1532;2024-04-05 10:01:01.923;2024-04-08 10:01:01.923;Completed;NULL;17926;812;1;113.09;10.53;9.05
7204;1532;2024-04-05 10:01:01.923;2024-04-08 10:01:01.923;Completed;NULL;17927;626;1;40.67;0.00;3.25
7205;7879;2025-09-13 10:01:01.930;NULL;NULL;NULL;17928;145;1;79.92;0.00;6.39
7206;6115;2024-11-29 10:01:01.930;2024-12-07 10:01:01.930;Completed;Cash on Delivery;17929;217;1;581.97;0.00;46.56
7207;2808;2022-12-09 10:01:01.933;NULL;NULL;PayPal;17930;843;1;293.37;0.00;23.47
7208;905;2025-08-30 10:01:01.933;NULL;Pending;NULL;17931;883;1;1500.16;256.59;120.01
7208;905;2025-08-30 10:01:01.933;NULL;Pending;NULL;17932;361;1;1682.22;0.00;134.58
7208;905;2025-08-30 10:01:01.933;NULL;Pending;NULL;17933;663;1;56.14;0.00;4.49
7209;3790;2023-09-16 10:01:01.937;2023-09-18 10:01:01.937;Completed;Credit Card;17934;690;1;1335.67;0.00;106.85
7209;3790;2023-09-16 10:01:01.937;2023-09-18 10:01:01.937;Completed;Credit Card;17935;521;1;155.25;0.00;12.42
7210;7349;2024-05-18 10:01:01.940;NULL;NULL;NULL;17936;136;1;90.83;0.00;7.27
7210;7349;2024-05-18 10:01:01.940;NULL;NULL;NULL;17937;242;1;121.67;0.00;9.73
7210;7349;2024-05-18 10:01:01.940;NULL;NULL;NULL;17938;498;1;1264.83;0.00;101.19
7210;7349;2024-05-18 10:01:01.940;NULL;NULL;NULL;17939;499;1;344.65;0.00;27.57
7211;4833;2024-05-16 10:01:01.940;2024-05-22 10:01:01.940;Completed;NULL;17940;281;1;192.57;0.00;15.41
7212;2383;2025-04-28 10:01:01.943;NULL;NULL;NULL;17941;107;1;79.17;0.00;6.33
7212;2383;2025-04-28 10:01:01.943;NULL;NULL;NULL;17942;413;1;236.93;48.05;18.95
7212;2383;2025-04-28 10:01:01.943;NULL;NULL;NULL;17943;777;1;276.60;0.00;22.13
7212;2383;2025-04-28 10:01:01.943;NULL;NULL;NULL;17944;307;1;84.71;0.00;6.78
7213;6024;2025-09-01 10:01:01.947;2025-09-03 10:01:01.947;Completed;NULL;17945;524;1;248.13;0.00;19.85
7213;6024;2025-09-01 10:01:01.947;2025-09-03 10:01:01.947;Completed;NULL;17946;323;1;679.93;0.00;54.39
7213;6024;2025-09-01 10:01:01.947;2025-09-03 10:01:01.947;Completed;NULL;17947;599;1;114.26;0.00;9.14
7213;6024;2025-09-01 10:01:01.947;2025-09-03 10:01:01.947;Completed;NULL;17948;18;1;393.73;0.00;31.50
7214;7725;2024-01-27 10:01:01.950;NULL;NULL;PayPal;17949;44;1;165.52;0.00;13.24
7214;7725;2024-01-27 10:01:01.950;NULL;NULL;PayPal;17950;793;1;168.89;0.00;13.51
7215;2887;2025-04-14 10:01:01.950;2025-04-21 10:01:01.950;Completed;NULL;17951;701;1;1905.49;0.00;152.44
7215;2887;2025-04-14 10:01:01.950;2025-04-21 10:01:01.950;Completed;NULL;17952;517;1;109.62;0.00;8.77
7215;2887;2025-04-14 10:01:01.950;2025-04-21 10:01:01.950;Completed;NULL;17953;110;1;1818.74;0.00;145.50
7216;2048;2025-03-06 10:01:01.953;2025-03-13 10:01:01.953;Completed;PayPal;17954;191;1;203.55;0.00;16.28
7217;1435;2023-12-17 10:01:01.953;2023-12-21 10:01:01.953;Completed;Cash on Delivery;17955;90;1;1294.96;268.52;103.60
7217;1435;2023-12-17 10:01:01.953;2023-12-21 10:01:01.953;Completed;Cash on Delivery;17956;739;1;143.35;0.00;11.47
7218;232;2025-02-15 10:01:01.957;2025-02-20 10:01:01.957;Completed;Credit Card;17957;148;1;499.77;0.00;39.98
7218;232;2025-02-15 10:01:01.957;2025-02-20 10:01:01.957;Completed;Credit Card;17958;873;1;1316.71;0.00;105.34
7218;232;2025-02-15 10:01:01.957;2025-02-20 10:01:01.957;Completed;Credit Card;17959;55;1;975.13;0.00;78.01
7219;9865;2024-10-13 10:01:01.960;2024-10-21 10:01:01.960;Completed;NULL;17960;633;1;900.20;104.62;72.02
7220;611;2024-11-07 10:01:01.960;2024-11-13 10:01:01.960;Completed;Debit Card;17961;523;1;1680.46;0.00;134.44
7221;242;2024-08-06 10:01:01.960;2024-08-12 10:01:01.960;Completed;NULL;17962;553;1;67.56;0.00;5.40
7222;6390;2025-07-02 10:01:01.963;NULL;NULL;Cash on Delivery;17963;96;1;188.30;0.00;15.06
7222;6390;2025-07-02 10:01:01.963;NULL;NULL;Cash on Delivery;17964;199;1;84.59;27.02;6.77
7222;6390;2025-07-02 10:01:01.963;NULL;NULL;Cash on Delivery;17965;138;1;402.46;0.00;32.20
7222;6390;2025-07-02 10:01:01.963;NULL;NULL;Cash on Delivery;17966;256;1;144.06;26.20;11.52
7223;426;2024-12-19 10:01:01.967;2024-12-27 10:01:01.967;Completed;PayPal;17967;73;1;166.14;0.00;13.29
7223;426;2024-12-19 10:01:01.967;2024-12-27 10:01:01.967;Completed;PayPal;17968;856;1;119.62;0.00;9.57
7223;426;2024-12-19 10:01:01.967;2024-12-27 10:01:01.967;Completed;PayPal;17969;967;1;71.67;0.00;5.73
7224;2166;2025-06-10 10:01:01.967;2025-06-18 10:01:01.967;Returned;Debit Card;17970;978;1;21.15;3.90;1.69
7224;2166;2025-06-10 10:01:01.967;2025-06-18 10:01:01.967;Returned;Debit Card;17971;138;1;402.46;0.00;32.20
7225;807;2025-06-29 10:01:01.970;NULL;NULL;NULL;17972;242;1;101.84;19.83;8.15
7226;162;2023-03-20 10:01:01.970;2023-03-26 10:01:01.970;Completed;NULL;17973;380;1;257.54;0.00;20.60
7227;9428;2023-09-18 10:01:01.970;2023-09-23 10:01:01.970;Completed;Cash on Delivery;17974;434;1;955.16;0.00;76.41
7227;9428;2023-09-18 10:01:01.970;2023-09-23 10:01:01.970;Completed;Cash on Delivery;17975;981;1;131.82;0.00;10.55
7227;9428;2023-09-18 10:01:01.970;2023-09-23 10:01:01.970;Completed;Cash on Delivery;17976;619;1;369.40;0.00;29.55
7228;1299;2022-11-18 10:01:01.973;2022-11-20 10:01:01.973;Completed;Credit Card;17977;184;1;1084.46;0.00;86.76
7228;1299;2022-11-18 10:01:01.973;2022-11-20 10:01:01.973;Completed;Credit Card;17978;318;1;78.62;0.00;6.29
7228;1299;2022-11-18 10:01:01.973;2022-11-20 10:01:01.973;Completed;Credit Card;17979;13;1;1940.27;0.00;155.22
7229;6381;2023-02-05 10:01:01.977;NULL;NULL;Credit Card;17980;836;1;76.69;0.00;6.14
7229;6381;2023-02-05 10:01:01.977;NULL;NULL;Credit Card;17981;58;1;261.14;0.00;20.89
7230;2610;2023-09-03 10:01:01.983;2023-09-08 10:01:01.983;Completed;NULL;17982;872;1;136.43;0.00;10.91
7231;2769;2023-08-08 10:01:01.993;2023-08-12 10:01:01.993;Completed;Credit Card;17983;471;1;471.24;0.00;37.70
7231;2769;2023-08-08 10:01:01.993;2023-08-12 10:01:01.993;Completed;Credit Card;17984;351;1;176.97;0.00;14.16
7231;2769;2023-08-08 10:01:01.993;2023-08-12 10:01:01.993;Completed;Credit Card;17985;989;1;36.26;0.00;2.90
7232;3099;2025-02-20 10:01:01.997;NULL;NULL;Debit Card;17986;565;1;1097.78;0.00;87.82
7232;3099;2025-02-20 10:01:01.997;NULL;NULL;Debit Card;17987;729;1;971.29;0.00;77.70
7233;3464;2024-03-05 10:01:01.997;2024-03-11 10:01:01.997;Completed;PayPal;17988;892;1;283.38;0.00;22.67
7233;3464;2024-03-05 10:01:01.997;2024-03-11 10:01:01.997;Completed;PayPal;17989;893;1;322.47;0.00;25.80
7233;3464;2024-03-05 10:01:01.997;2024-03-11 10:01:01.997;Completed;PayPal;17990;727;1;117.73;0.00;9.42
7234;1174;2023-01-23 10:01:02.000;2023-01-28 10:01:02.000;Completed;PayPal;17991;163;1;206.91;0.00;16.55
7234;1174;2023-01-23 10:01:02.000;2023-01-28 10:01:02.000;Completed;PayPal;17992;296;1;178.91;11.57;14.31
7234;1174;2023-01-23 10:01:02.000;2023-01-28 10:01:02.000;Completed;PayPal;17993;933;1;1299.03;0.00;103.92
7234;1174;2023-01-23 10:01:02.000;2023-01-28 10:01:02.000;Completed;PayPal;17994;718;1;153.30;0.00;12.26
7235;6793;2022-11-28 10:01:02.003;2022-12-01 10:01:02.003;Completed;NULL;17995;7;1;1058.90;0.00;84.71
7235;6793;2022-11-28 10:01:02.003;2022-12-01 10:01:02.003;Completed;NULL;17996;125;1;167.46;0.00;13.40
7235;6793;2022-11-28 10:01:02.003;2022-12-01 10:01:02.003;Completed;NULL;17997;522;1;34.94;0.00;2.80
7236;7049;2023-10-19 10:01:02.007;2023-10-27 10:01:02.007;Completed;NULL;17998;15;1;357.63;0.00;28.61
7237;1269;2022-09-25 10:01:02.010;NULL;NULL;Cash on Delivery;17999;461;1;123.77;10.19;9.90
7237;1269;2022-09-25 10:01:02.010;NULL;NULL;Cash on Delivery;18000;444;1;284.05;0.00;22.72
7237;1269;2022-09-25 10:01:02.010;NULL;NULL;Cash on Delivery;18001;733;1;69.63;0.00;5.57
7237;1269;2022-09-25 10:01:02.010;NULL;NULL;Cash on Delivery;18002;678;1;405.77;0.00;32.46
7238;8166;2023-05-22 10:01:02.013;2023-05-26 10:01:02.013;Completed;Credit Card;18003;21;1;1818.08;0.00;145.45
7239;100;2024-10-29 10:01:02.013;NULL;NULL;NULL;18004;627;1;75.95;7.81;6.08
7239;100;2024-10-29 10:01:02.013;NULL;NULL;NULL;18005;87;1;211.87;0.00;16.95
7240;3767;2024-10-07 10:01:02.017;2024-10-11 10:01:02.017;Completed;Credit Card;18006;561;1;134.75;38.95;10.78
7240;3767;2024-10-07 10:01:02.017;2024-10-11 10:01:02.017;Completed;Credit Card;18007;518;1;1375.35;394.63;110.03
7240;3767;2024-10-07 10:01:02.017;2024-10-11 10:01:02.017;Completed;Credit Card;18008;412;1;271.03;0.00;21.68
7240;3767;2024-10-07 10:01:02.017;2024-10-11 10:01:02.017;Completed;Credit Card;18009;501;1;92.17;0.00;7.37
7241;210;2025-05-15 10:01:02.020;NULL;NULL;Debit Card;18010;617;1;1887.43;0.00;150.99
7241;210;2025-05-15 10:01:02.020;NULL;NULL;Debit Card;18011;499;1;344.65;0.00;27.57
7241;210;2025-05-15 10:01:02.020;NULL;NULL;Debit Card;18012;392;10;1800.30;212.30;144.02
7241;210;2025-05-15 10:01:02.020;NULL;NULL;Debit Card;18013;582;1;1125.31;0.00;90.02
7242;123;2024-03-03 10:01:02.023;2024-03-08 10:01:02.023;Completed;PayPal;18014;733;1;69.63;0.00;5.57
7242;123;2024-03-03 10:01:02.023;2024-03-08 10:01:02.023;Completed;PayPal;18015;359;1;91.75;0.00;7.34
7242;123;2024-03-03 10:01:02.023;2024-03-08 10:01:02.023;Completed;PayPal;18016;289;1;421.82;0.00;33.75
7243;1956;2024-07-11 10:01:02.027;NULL;NULL;NULL;18017;935;1;1998.85;0.00;159.91
7243;1956;2024-07-11 10:01:02.027;NULL;NULL;NULL;18018;375;1;484.07;0.00;38.73
7243;1956;2024-07-11 10:01:02.027;NULL;NULL;NULL;18019;391;1;1806.28;0.00;144.50
7244;112;2022-11-24 10:01:02.030;2022-11-29 10:01:02.030;Completed;NULL;18020;340;1;1588.35;0.00;127.07
7244;112;2022-11-24 10:01:02.030;2022-11-29 10:01:02.030;Completed;NULL;18021;225;1;33.07;3.78;2.65
7244;112;2022-11-24 10:01:02.030;2022-11-29 10:01:02.030;Completed;NULL;18022;269;1;134.18;0.00;10.73
7245;7962;2024-08-22 10:01:02.030;NULL;NULL;PayPal;18023;44;1;165.52;0.00;13.24
7245;7962;2024-08-22 10:01:02.030;NULL;NULL;PayPal;18024;296;1;190.48;0.00;15.24
7245;7962;2024-08-22 10:01:02.030;NULL;NULL;PayPal;18025;854;1;81.17;0.00;6.49
7246;7510;2025-04-01 10:01:02.033;2025-04-03 10:01:02.033;Completed;Debit Card;18026;750;1;131.48;0.00;10.52
7246;7510;2025-04-01 10:01:02.033;2025-04-03 10:01:02.033;Completed;Debit Card;18027;1;1;443.71;0.00;35.50
7246;7510;2025-04-01 10:01:02.033;2025-04-03 10:01:02.033;Completed;Debit Card;18028;35;1;195.49;0.00;15.64
7246;7510;2025-04-01 10:01:02.033;2025-04-03 10:01:02.033;Completed;Debit Card;18029;888;1;271.89;0.00;21.75
7247;2838;2025-08-08 10:01:02.037;NULL;NULL;NULL;18030;280;1;185.60;21.89;14.85
7247;2838;2025-08-08 10:01:02.037;NULL;NULL;NULL;18031;637;1;125.67;21.61;10.05
7248;480;2025-06-23 10:01:02.040;NULL;NULL;PayPal;18032;314;1;385.42;0.00;30.83
7248;480;2025-06-23 10:01:02.040;NULL;NULL;PayPal;18033;198;1;251.87;22.40;20.15
7248;480;2025-06-23 10:01:02.040;NULL;NULL;PayPal;18034;25;1;290.77;0.00;23.26
7249;5552;2023-08-08 10:01:02.043;NULL;NULL;Credit Card;18035;53;1;40.77;0.00;3.26
7249;5552;2023-08-08 10:01:02.043;NULL;NULL;Credit Card;18036;565;1;1010.96;86.82;80.88
7249;5552;2023-08-08 10:01:02.043;NULL;NULL;Credit Card;18037;848;7;1050.91;0.00;84.07
7249;5552;2023-08-08 10:01:02.043;NULL;NULL;Credit Card;18038;381;1;198.23;0.00;15.86
7250;9242;2022-11-22 10:01:02.047;NULL;NULL;NULL;18039;805;1;176.41;22.71;14.11
7250;9242;2022-11-22 10:01:02.047;NULL;NULL;NULL;18040;659;1;194.16;0.00;15.53
7250;9242;2022-11-22 10:01:02.047;NULL;NULL;NULL;18041;598;1;147.52;0.00;11.80
7251;52;2023-12-04 10:01:02.050;NULL;NULL;PayPal;18042;619;1;303.34;66.06;24.27
7251;52;2023-12-04 10:01:02.050;NULL;NULL;PayPal;18043;866;1;665.91;0.00;53.27
7251;52;2023-12-04 10:01:02.050;NULL;NULL;PayPal;18044;513;1;772.78;0.00;61.82
7252;9396;2023-08-29 10:01:02.050;2023-09-04 10:01:02.050;Completed;PayPal;18045;888;1;271.89;0.00;21.75
7252;9396;2023-08-29 10:01:02.050;2023-09-04 10:01:02.050;Completed;PayPal;18046;709;1;50.87;0.00;4.07
7252;9396;2023-08-29 10:01:02.050;2023-09-04 10:01:02.050;Completed;PayPal;18047;765;1;15.48;0.00;1.24
7252;9396;2023-08-29 10:01:02.050;2023-09-04 10:01:02.050;Completed;PayPal;18048;685;1;178.49;0.00;14.28
7253;6433;2023-03-12 10:01:02.053;NULL;NULL;Credit Card;18049;90;1;1563.48;0.00;125.08
7254;2140;2022-11-12 10:01:02.057;NULL;NULL;Credit Card;18050;502;1;1470.92;0.00;117.67
7254;2140;2022-11-12 10:01:02.057;NULL;NULL;Credit Card;18051;985;1;332.27;0.00;26.58
7254;2140;2022-11-12 10:01:02.057;NULL;NULL;Credit Card;18052;188;1;62.46;0.00;5.00
7254;2140;2022-11-12 10:01:02.057;NULL;NULL;Credit Card;18053;901;1;481.09;0.00;38.49
7255;9367;2025-06-05 10:01:02.060;2025-06-09 10:01:02.060;Completed;Debit Card;18054;340;1;1588.35;0.00;127.07
7255;9367;2025-06-05 10:01:02.060;2025-06-09 10:01:02.060;Completed;Debit Card;18055;260;1;1402.77;0.00;112.22
7255;9367;2025-06-05 10:01:02.060;2025-06-09 10:01:02.060;Completed;Debit Card;18056;462;1;1241.20;0.00;99.30
7256;8783;2025-05-23 10:01:02.060;NULL;NULL;Cash on Delivery;18057;282;1;689.82;0.00;55.19
7256;8783;2025-05-23 10:01:02.060;NULL;NULL;Cash on Delivery;18058;887;1;57.89;0.00;4.63
7257;8503;2023-04-11 10:01:02.063;2023-04-13 10:01:02.063;Completed;Cash on Delivery;18059;470;1;124.56;0.00;9.96
7257;8503;2023-04-11 10:01:02.063;2023-04-13 10:01:02.063;Completed;Cash on Delivery;18060;384;1;291.65;0.00;23.33
7257;8503;2023-04-11 10:01:02.063;2023-04-13 10:01:02.063;Completed;Cash on Delivery;18061;44;1;165.52;0.00;13.24
7257;8503;2023-04-11 10:01:02.063;2023-04-13 10:01:02.063;Completed;Cash on Delivery;18062;98;1;404.43;0.00;32.35
7258;481;2025-07-18 10:01:02.067;2025-07-23 10:01:02.067;Completed;Debit Card;18063;448;1;747.43;0.00;59.79
7258;481;2025-07-18 10:01:02.067;2025-07-23 10:01:02.067;Completed;Debit Card;18064;261;1;1382.82;0.00;110.63
7258;481;2025-07-18 10:01:02.067;2025-07-23 10:01:02.067;Completed;Debit Card;18065;266;1;92.09;30.20;7.37
7259;9960;2023-11-09 10:01:02.070;NULL;NULL;Cash on Delivery;18066;188;1;62.46;0.00;5.00
7259;9960;2023-11-09 10:01:02.070;NULL;NULL;Cash on Delivery;18067;410;1;148.40;0.00;11.87
7260;4;2025-02-12 10:01:02.073;2025-02-19 10:01:02.073;Completed;Credit Card;18068;34;1;122.87;0.00;9.83
7260;4;2025-02-12 10:01:02.073;2025-02-19 10:01:02.073;Completed;Credit Card;18069;23;1;88.67;20.99;7.09
7260;4;2025-02-12 10:01:02.073;2025-02-19 10:01:02.073;Completed;Credit Card;18070;847;1;279.45;0.00;22.36
7260;4;2025-02-12 10:01:02.073;2025-02-19 10:01:02.073;Completed;Credit Card;18071;874;1;193.45;0.00;15.48
7261;1032;2023-06-24 10:01:02.077;NULL;NULL;PayPal;18072;695;1;178.60;0.00;14.29
7261;1032;2023-06-24 10:01:02.077;NULL;NULL;PayPal;18073;87;1;211.87;0.00;16.95
7261;1032;2023-06-24 10:01:02.077;NULL;NULL;PayPal;18074;182;1;86.95;0.00;6.96
7261;1032;2023-06-24 10:01:02.077;NULL;NULL;PayPal;18075;686;1;137.39;15.54;10.99
7262;5227;2025-08-05 10:01:02.080;NULL;NULL;Cash on Delivery;18076;220;1;1141.98;195.50;91.36
